ID,intervention_eligibility_start,intervention_eligibility_end,subpopulation,P_RRH,P_TSH,P_PSH,P_NOTX
11810,11/1/2021,2/1/2022,1,0.374509952,0.464577726,0.063713268,0.63612194
11818,11/3/2021,2/3/2022,1,0.957735224,0.360879895,0.805911051,0.116331464
11838,11/4/2021,2/4/2022,1,0.755924648,0.070829324,0.958832384,0.373716368
11804,10/29/2021,1/29/2022,1,0.712224791,0.195378578,0.748746647,0.187965441
11798,10/27/2021,1/27/2022,1,0.051971152,0.93410635,0.271046822,0.57891909
11811,11/1/2021,12/15/2021,1,0.309035323,0.660448622,0.629609717,0.317941795
11815,11/3/2021,2/9/2022,1,0.493603078,0.37853885,0.669290611,0.270810717
11803,10/31/2021,1/31/2022,1,0.902067063,0.294200336,0.681204975,0.598847694
11826,11/1/2021,2/1/2022,1,0.951269261,0.066334511,0.02742397,0.708945324
11822,11/4/2021,12/4/2021,1,0.003450189,0.15478344,0.574064852,0.152122305
11823,11/4/2021,2/4/2022,1,0.621207972,0.861393361,0.642812835,0.171125159
11827,11/2/2021,2/2/2022,1,0.921788604,0.395404885,0.268771086,0.061600594
11830,11/6/2021,1/29/2022,0,0.70038866,0.579584232,0.645589643,0.415012389
11847,11/7/2021,2/7/2022,0,0.789171653,0.20114116,0.210328887,0.711487976
11185,6/18/2021,9/18/2021,1,0.136818349,0.782304876,0.535159062,0.350878998
11841,11/4/2021,2/4/2022,1,0.347841685,0.142857733,0.57128498,0.232835665
11842,11/1/2021,11/27/2021,1,0.042631419,0.259849338,0.860450719,0.196380605
11843,11/3/2021,2/3/2022,0,0.306059485,0.018877321,0.039651665,0.063187787
11780,10/22/2021,1/22/2022,0,0.862047502,0.036194525,0.373135862,0.626784923
6417,5/5/2019,11/20/2019,0,0.56732189,0.200923776,0.433000055,0.427413859
11824,11/5/2021,1/5/2022,1,0.965139097,0.591172299,0.060639926,0.624013472
11848,11/5/2021,11/30/2021,1,0.032359715,0.793424845,0.848648769,0.23386304
11854,11/5/2021,2/5/2022,1,0.491607663,0.185930803,0.179714003,0.666839886
11846,11/3/2021,2/3/2022,1,0.645554176,0.224063367,0.397446633,0.06813743
10988,5/4/2021,12/28/2021,1,0.004325771,0.172959801,0.203634772,0.179200667
11820,11/1/2021,2/1/2022,0,0.496267878,0.577075375,0.414074318,0.544115529
11837,11/2/2021,2/2/2022,0,0.061591509,0.978911383,0.564596071,0.202775722
1959,9/15/2017,8/17/2019,1,0.602693823,0.525324575,0.20438029,0.026993327
11836,11/6/2021,12/3/2021,1,0.82428116,0.017427045,0.392163507,0.723476913
11814,11/4/2021,12/13/2021,1,0.505799093,0.727422768,0.989246015,0.714474949
11547,9/1/2021,12/1/2021,1,0.848774357,0.244716889,0.752060426,0.591575235
11861,11/11/2021,2/11/2022,1,0.613687632,0.048373845,0.877794109,0.264177396
11853,11/9/2021,2/9/2022,0,0.348208142,0.764934005,0.68949108,0.198131878
11817,11/5/2021,2/5/2022,1,0.867918253,0.082740896,0.140185685,0.472303636
11856,11/10/2021,2/10/2022,1,0.482160005,0.139796474,0.149902897,0.2991328
11869,11/13/2021,2/13/2022,1,0.770173924,0.956109212,0.129390251,0.069038676
11867,11/15/2021,2/15/2022,1,0.740751261,0.838326632,0.302268674,0.134234007
11852,11/10/2021,2/10/2022,0,0.447036977,0.347475601,0.882486185,0.531671735
11831,11/1/2021,2/7/2022,0,0.508181902,0.395149649,0.383977613,0.213837699
11865,11/12/2021,1/9/2022,1,0.634593602,0.20744825,0.352426389,0.446915054
11844,11/3/2021,11/3/2021,1,0.888153402,0.58322689,0.107638161,0.318193408
11863,11/7/2021,2/7/2022,1,0.174549302,0.40331245,0.177922624,0.36797863
11855,11/5/2021,2/5/2022,1,0.994733027,0.129311244,0.932474395,0.469627759
11862,11/8/2021,2/8/2022,1,0.106305306,0.239553509,0.886177348,0.272151091
847,5/2/2017,8/9/2019,1,0.140575834,0.827371328,0.078970693,0.476248015
847,1/18/2021,8/13/2021,1,0.017814272,0.190229435,0.300176365,0.599821343
11851,11/8/2021,2/8/2022,1,0.180577589,0.181237302,0.699102986,0.265638948
11873,11/18/2021,1/26/2022,0,0.769681561,0.109774833,0.00236786,0.031237669
11870,11/10/2021,2/10/2022,1,0.727594502,0.723738335,0.343310141,0.361441767
11860,11/12/2021,12/8/2021,1,0.889711934,0.821783391,0.943853109,0.040864375
11874,11/17/2021,12/19/2021,0,0.695072516,0.545381727,0.137779383,0.354596901
11894,12/10/2021,2/10/2022,1,0.522133359,0.10907551,0.632799818,0.569648157
11880,11/20/2021,2/4/2022,1,0.205181789,0.243321018,0.246524365,0.184920409
4378,8/26/2018,11/26/2018,1,0.766563585,0.28960466,0.644340559,0.334638558
4378,1/13/2019,4/25/2019,1,0.790262188,0.245607458,0.749460232,0.258897936
4378,7/6/2019,3/10/2020,1,0.339052724,0.344996078,0.459561258,0.079427632
3695,5/18/2018,7/4/2019,1,0.423138749,0.326267941,0.590946333,0.099883288
11881,11/25/2021,11/30/2021,0,0.535315519,0.669191794,0.736936657,0.691811794
11875,11/21/2021,12/16/2021,1,0.044613891,0.091330792,0.132081822,0.328732886
11885,11/28/2021,1/9/2022,0,0.747922724,0.154154845,0.472960306,0.027690021
11879,11/26/2021,1/2/2022,1,0.541667775,0.787652952,0.376433395,0.403935873
7928,11/21/2019,3/26/2021,1,0.022292762,0.19675051,0.562120366,0.386071238
11884,12/1/2021,12/20/2021,1,0.261022429,0.555488351,0.601550411,0.365604838
2708,12/17/2017,4/30/2018,0,0.347827303,0.533724414,0.604152123,0.080696821
2708,11/5/2018,1/23/2020,0,0.75505875,0.528040376,0.449687929,0.746952034
11882,11/24/2021,12/6/2021,1,0.263320114,0.93328576,0.549343018,0.530043098
11682,10/2/2021,1/2/2022,1,0.863634171,0.310767967,0.773583381,0.134869497
11891,12/1/2021,12/8/2021,1,0.074313885,0.047090442,0.181509207,0.476889725
11931,2/1/2022,2/6/2022,0,0.084509179,0.097023285,0.905177925,0.200520765
11896,12/8/2021,12/11/2021,1,0.981820662,0.940881489,0.825761907,0.295538454
11462,8/11/2021,11/11/2021,1,0.674696048,0.517403619,0.254657085,0.202676528
11897,12/6/2021,12/25/2021,1,0.747047253,0.284568606,0.524587512,0.133205934
11900,12/8/2021,12/8/2021,1,0.942860304,0.404867924,0.794907908,0.370914128
11899,12/10/2021,1/30/2022,1,0.253349013,0.236603674,0.72639326,0.350049996
11895,12/10/2021,1/31/2022,1,0.791234491,0.667213099,0.175747571,0.707643343
11905,12/15/2021,1/15/2022,1,0.38051161,0.130962885,0.964612443,0.521942535
11903,12/14/2021,12/18/2021,0,0.780041598,0.604556296,0.863355256,0.570509041
11916,1/9/2022,1/28/2022,1,0.78457194,0.750501339,0.238208805,0.148856576
11689,10/2/2021,10/6/2021,1,0.029905562,0.269393034,0.576315752,0.288622062
11925,1/16/2022,1/30/2022,1,0.13487531,0.975061106,0.980743873,0.63436666
11921,1/14/2022,1/30/2022,1,0.357783502,0.336999749,0.040332064,0.266208299
11893,12/6/2021,1/4/2022,1,0.533963277,0.987643232,0.357838737,0.450370341
11908,12/23/2021,12/24/2021,0,0.921386755,0.355017353,0.304496863,0.249116943
11907,12/18/2021,12/26/2021,0,0.321925947,0.460756785,0.242090693,0.428579535
11909,12/23/2021,12/29/2021,1,0.027135715,0.770065508,0.664633341,0.199473131
11910,12/19/2021,1/28/2022,1,0.860585168,0.696632336,0.845796438,0.579239402
11906,12/11/2021,12/29/2021,1,0.706942168,0.079012743,0.160215473,0.030423872
11912,12/27/2021,1/6/2022,1,0.688219527,0.308155377,0.289427172,0.112518517
4758,10/13/2018,5/17/2021,1,0.404819127,0.434411463,0.294134583,0.492905488
11911,12/29/2021,2/1/2022,1,0.923137624,0.367731532,0.365292176,0.361227771
2289,10/23/2017,5/28/2019,0,0.146972866,0.494833688,0.122710641,0.159400652
2289,7/11/2019,9/25/2019,0,0.62346189,0.121990966,0.652951945,0.157183428
2289,2/10/2021,9/26/2019,0,0.90670192,0.736687168,0.413973811,0.447476055
11915,1/4/2022,1/12/2022,1,0.008030547,0.225271368,0.833050266,0.53431564
1369,7/8/2017,10/9/2017,1,0.503922645,0.521370382,0.653434812,0.696969084
11918,1/10/2022,1/31/2022,1,0.827054264,0.70591366,0.96067123,0.295754748
11920,1/13/2022,2/2/2022,1,0.312641749,0.159917865,0.149391906,0.320727734
11917,1/8/2022,1/8/2022,1,0.454052097,0.645330104,0.297827293,0.03706208
11923,1/12/2022,1/12/2022,1,0.993064318,0.744830354,0.296409021,0.543810313
11922,1/13/2022,2/9/2022,1,0.636870553,0.167478954,0.338930715,0.72889355
5108,11/29/2018,2/1/2021,1,0.061076152,0.588103019,0.294959,0.518516918
10078,10/19/2020,1/14/2021,1,0.537038884,0.556743392,0.795436155,0.068661788
11927,1/28/2022,1/28/2022,0,0.663033285,0.966007126,0.660630361,0.093710774
11929,1/31/2022,2/17/2022,1,0.791854824,0.814896198,0.053651862,0.678298825
11930,2/2/2022,2/11/2022,1,0.03870002,0.400572201,0.093501388,0.63382886
10630,2/8/2021,5/8/2021,1,0.462082574,0.684577511,0.695333455,0.024288089
11932,2/9/2022,2/13/2022,0,0.467352596,0.408008403,0.750022496,0.21506565
1263,6/23/2017,5/21/2018,1,0.212063582,0.224311571,0.953820646,0.022919685
11926,1/18/2022,1/22/2022,1,0.950686945,0.235128964,0.828555196,0.305679004
8671,3/1/2020,6/1/2020,1,0.053023554,0.196045678,0.467503811,0.000367692
8245,1/7/2020,4/28/2020,1,0.879041977,0.462801325,0.353327162,0.484780986
11658,9/26/2021,12/26/2021,0,0.255811734,0.505433005,0.886524212,0.285296878
1531,7/24/2017,7/25/2017,1,0.627240898,0.035294054,0.688434159,0.232419857
2949,2/1/2018,7/4/2018,1,0.932978486,0.018527731,0.89474852,0.407150824
5013,11/18/2018,2/18/2019,1,0.753697849,0.325635038,0.224497349,0.490426131
5013,8/29/2019,11/29/2019,1,0.90280288,0.415027621,0.779316582,0.113792261
2400,11/3/2017,10/9/2021,1,0.687122758,0.333505944,0.99826767,0.517664321
7162,8/6/2019,11/6/2019,1,0.655939399,0.047772523,0.073188081,0.659237101
250,2/9/2017,9/12/2017,1,0.554646874,0.018019088,0.257943807,0.356169931
112,1/18/2017,12/7/2018,1,0.738101842,0.409280827,0.163923015,0.227791363
1264,6/29/2017,8/14/2017,1,0.08943268,0.241101273,0.697957434,0.156208402
589,3/26/2017,6/26/2017,1,0.225438836,0.347846015,0.681031655,0.114738439
589,1/17/2019,2/3/2020,1,0.373896724,0.818688137,0.097738896,0.175497454
10555,1/26/2021,2/2/2021,0,0.050207107,0.007736336,0.566125101,0.119668901
6058,3/25/2019,9/29/2020,0,0.159785739,0.699669792,0.988359292,0.528477234
6291,4/22/2019,7/22/2019,0,0.724164274,0.742820782,0.744871397,0.711090122
4234,8/5/2018,11/5/2018,0,0.3819304,0.075876694,0.947746999,0.528965584
3604,5/2/2018,2/1/2019,1,0.380995953,0.544567651,0.274213296,0.59331512
68,1/12/2017,5/8/2018,1,0.717508228,0.152705863,0.823020927,0.671012576
68,4/23/2021,1/2/2022,1,0.417100808,0.189724549,0.830695208,0.025005434
8246,1/5/2020,4/5/2020,1,0.912510953,0.244374328,0.107592916,0.565881929
3212,3/15/2018,6/15/2018,1,0.26624295,0.553837894,0.859040108,0.080563091
3212,1/3/2020,8/21/2020,1,0.741922612,0.000930037,0.573533841,0.723424418
368,3/1/2017,5/31/2017,0,0.707502887,0.426723098,0.298020403,0.279100326
2680,12/15/2017,6/24/2018,1,0.937342055,0.314948242,0.130218489,0.272663216
6730,6/11/2019,1/27/2020,1,0.255374336,0.720264113,0.413860111,0.385760685
6730,6/20/2020,8/7/2021,1,0.959155019,0.686505577,0.814094413,0.21660929
895,5/2/2017,6/11/2018,1,0.361849319,0.783987813,0.201660522,0.593875131
996,5/21/2017,11/2/2017,0,0.0053337,0.928692066,0.724846498,0.627815714
996,5/1/2018,6/23/2019,0,0.293760402,0.493630062,0.23751219,0.335709996
8035,12/5/2019,4/17/2020,1,0.174378686,0.016896391,0.356612782,0.581941984
960,5/14/2017,8/14/2017,1,0.530345835,0.920153792,0.645506069,0.415128312
7974,11/19/2019,2/19/2020,1,0.029437191,0.077753683,0.321631133,0.654230169
7974,5/19/2020,8/19/2020,1,0.154419592,0.917705354,0.064386009,0.193874994
6343,4/26/2019,7/26/2019,1,0.953539227,0.790468407,0.421411463,0.581698217
8696,3/5/2020,5/8/2020,1,0.588776199,0.193004524,0.069129801,0.064206616
4883,10/28/2018,11/2/2018,1,0.592574583,0.370181578,0.055872571,0.336261919
1725,8/22/2017,12/11/2018,1,0.584233327,0.570389817,0.239645437,0.300767716
7223,8/14/2019,11/14/2019,0,0.718703038,0.419216799,0.935735775,0.336594948
336,2/24/2017,4/1/2017,1,0.284116085,0.774500174,0.583107429,0.100318629
2403,11/9/2017,2/9/2018,1,0.722535234,0.038618403,0.894581727,0.078892799
8136,12/19/2019,3/19/2020,1,0.859457199,0.549804945,0.609091251,0.47148836
8136,5/15/2021,8/15/2021,1,0.527153106,0.127026673,0.965160106,0.646325723
8136,9/3/2021,12/3/2021,1,0.129192984,0.420600288,0.271889417,0.646355574
451,3/11/2017,8/11/2019,0,0.730071271,0.762918513,0.623637706,0.094572244
9120,5/19/2020,8/19/2020,0,0.700868479,0.828386473,0.422773744,0.068628038
8605,2/21/2020,5/21/2020,1,0.914277624,0.138496953,0.236880425,0.124567192
4091,7/16/2018,9/26/2018,0,0.074220441,0.704422206,0.559977807,0.376045063
4091,11/13/2018,3/9/2019,0,0.683821894,0.07175134,0.99534971,0.423899576
3565,4/22/2018,3/7/2020,0,0.084163032,0.838231394,0.729253231,0.115166985
2294,10/26/2017,1/26/2018,1,0.197617619,0.379104197,0.145817185,0.474081599
4315,8/17/2018,1/2/2019,1,0.931262052,0.192287008,0.316847459,0.250545689
4315,2/25/2019,1/27/2020,1,0.85381199,0.61126819,0.953358225,0.590110583
5408,1/11/2019,2/4/2019,1,0.973810496,0.033369181,0.913887051,0.395838879
5408,6/22/2020,4/25/2021,1,0.332466832,0.841885826,0.942797506,0.392997053
5396,1/9/2019,4/9/2019,0,0.423948767,0.929661185,0.839209752,0.330271941
4884,10/29/2018,11/19/2018,1,0.932878787,0.977909798,0.459078004,0.2510603
7108,7/30/2019,12/24/2019,1,0.932888731,0.376054938,0.181955781,0.264586481
11864,11/9/2021,11/11/2021,1,0.097849801,0.250136578,0.429604249,0.1976177
2871,1/18/2018,4/21/2018,1,0.03164246,0.933794545,0.978932661,0.446700336
9864,9/13/2020,9/21/2020,0,0.187833256,0.918479135,0.04387066,0.141472571
5365,1/2/2019,4/2/2019,1,0.517575541,0.92125933,0.689707822,0.037464175
2763,1/5/2018,2/25/2018,1,0.062852214,0.918454319,0.280763812,0.6207364
2768,1/3/2018,2/23/2018,1,0.756982179,0.639736066,0.82326069,0.400074976
1849,9/5/2017,12/5/2017,1,0.612947962,0.003378084,0.141591,0.616808496
4175,7/29/2018,8/27/2020,1,0.361976275,0.7399444,0.460248643,0.447067621
1839,9/4/2017,12/4/2017,1,0.595200039,0.945472635,0.982172099,0.574987083
1839,1/19/2019,3/31/2019,1,0.94095285,0.201962456,0.426622668,0.495625438
1096,6/2/2017,9/2/2017,0,0.087669626,0.250802855,0.073806636,0.461629158
4280,8/17/2018,11/17/2018,0,0.663689231,0.271926682,0.198488909,0.512785289
4199,8/3/2018,4/27/2019,1,0.793880524,0.772919314,0.705417472,0.311646798
4199,5/23/2020,8/23/2020,1,0.917291149,0.610857627,0.158566991,0.187381426
729,4/16/2017,10/1/2018,1,0.180575176,0.043107482,0.910444009,0.203202881
2288,10/23/2017,3/16/2018,0,0.763089094,0.534906013,0.985087976,0.195419686
3877,6/8/2018,6/8/2019,1,0.594928505,0.328494478,0.620178954,0.557194926
313,2/23/2017,5/23/2017,1,0.579082951,0.766599565,0.418025453,0.728472213
313,9/29/2017,10/31/2020,1,0.691834734,0.608097346,0.180549112,0.064155256
9023,4/27/2020,5/3/2020,1,0.03168043,0.340570974,0.548730785,0.526004834
6457,5/14/2019,3/30/2020,1,0.445370627,0.168234799,0.980277278,0.185216978
623,3/28/2017,9/3/2019,1,0.041289817,0.074442426,0.732817066,0.003624343
3942,6/19/2018,1/26/2020,1,0.934006928,0.715295933,0.344927084,0.491230747
1325,7/4/2017,10/4/2017,1,0.89483727,0.62468259,0.896735632,0.064756238
2555,11/26/2017,6/6/2018,1,0.745001605,0.29568499,0.118181747,0.233752635
708,4/11/2017,7/11/2017,1,0.690115106,0.857659382,0.807925675,0.170804201
1498,7/28/2017,5/4/2018,1,0.435152117,0.084074309,0.265322097,0.210144696
1498,6/22/2020,11/13/2020,1,0.604859561,0.860865229,0.052220133,0.171291961
99,1/18/2017,10/20/2017,1,0.678179831,0.190400214,0.791170786,0.681064533
99,1/19/2018,11/18/2018,1,0.05697108,0.697182552,0.53468164,0.481008232
10728,3/7/2021,4/24/2021,0,0.937633469,0.276167312,0.964379637,0.343138801
3939,6/21/2018,7/13/2018,1,0.825224376,0.11786318,0.190321533,0.174685485
4925,11/7/2018,2/7/2019,1,0.068328038,0.312932173,0.010630022,0.47917299
10779,3/19/2021,12/29/2021,1,0.564271388,0.758029071,0.561741033,0.078811199
5253,12/15/2018,9/17/2019,0,0.630328836,0.683657466,0.534484174,0.508205496
1266,6/24/2017,8/19/2017,1,0.108587317,0.728664382,0.679533072,0.443040563
4144,7/23/2018,9/30/2021,1,0.152041264,0.284345786,0.823374531,0.002099198
6091,3/29/2019,4/10/2019,1,0.870216738,0.816856257,0.723212216,0.510241196
239,2/12/2017,5/28/2018,1,0.39795211,0.078492019,0.993559049,0.337914573
5809,2/27/2019,5/27/2019,1,0.489170533,0.183584192,0.697090111,0.126881246
192,2/1/2017,10/6/2019,1,0.662295179,0.93022647,0.947516521,0.061042577
5254,12/19/2018,4/4/2019,0,0.677584978,0.540779544,0.098411555,0.42830253
6147,4/5/2019,7/5/2019,1,0.302631508,0.752706632,0.985002111,0.60804034
2933,1/26/2018,3/13/2018,1,0.396344832,0.605148665,0.633303479,0.247120051
2244,10/19/2017,10/26/2017,1,0.318725731,0.239434696,0.275269872,0.473219043
2244,12/22/2017,7/18/2020,1,0.227455552,0.299213771,0.402166401,0.222542604
7038,7/26/2019,5/22/2021,1,0.87487016,0.710386124,0.467704455,0.731270048
1757,8/24/2017,9/7/2021,1,0.511793018,0.471828278,0.035502425,0.582425663
2460,11/10/2017,6/29/2018,0,0.720737539,0.744732822,0.630329156,0.563055896
2460,5/20/2019,3/5/2020,0,0.76316399,0.866453707,0.071321955,0.225149597
2032,9/25/2017,1/17/2019,1,0.658495856,0.461565292,0.104439213,0.310878547
2032,6/22/2019,7/18/2019,1,0.944281302,0.82910515,0.62141039,0.521052385
4970,11/13/2018,11/28/2018,1,0.599020505,0.556178256,0.279999596,0.67786305
4801,10/25/2018,3/13/2019,1,0.56004943,0.98083676,0.860748084,0.008127151
1471,7/18/2017,10/1/2018,1,0.450796124,0.493239674,0.570419773,0.475418475
130,1/19/2017,4/19/2017,1,0.131986348,0.98885642,0.193878755,0.593062365
2600,12/3/2017,3/20/2018,1,0.826773315,0.559199564,0.140453,0.071305892
469,3/10/2017,5/6/2019,1,0.698881397,0.775900976,0.871226862,0.677101401
469,8/14/2019,2/27/2020,1,0.091852581,0.832009564,0.62131422,0.408046532
1305,6/29/2017,2/6/2020,1,0.700984727,0.873838115,0.768169214,0.314800998
5865,3/6/2019,9/6/2019,1,0.089410263,0.383143163,0.99700058,0.571562507
662,4/5/2017,7/5/2017,1,0.242174813,0.121047746,0.098615663,0.296910412
10613,2/9/2021,10/1/2021,0,0.38831842,0.017856817,0.899652175,0.595352094
9991,9/30/2020,1/13/2022,0,0.226129527,0.923913033,0.741089542,0.636676735
3750,5/25/2018,5/25/2019,0,0.246967842,0.193407054,0.529305564,0.726745769
3750,6/14/2019,12/14/2019,0,0.665298953,0.845747677,0.191519613,0.264239677
939,5/9/2017,8/9/2017,1,0.948039963,0.477201158,0.136230563,0.071462876
939,8/25/2017,9/28/2017,1,0.757490615,0.441578309,0.198205695,0.575853459
1462,7/20/2017,5/21/2020,1,0.12234399,0.949055749,0.261116522,0.014160575
3107,2/26/2018,5/26/2018,1,0.47473738,0.529918682,0.129047839,0.571520926
3107,11/4/2018,11/22/2018,1,0.046292142,0.062649179,0.906651459,0.627561605
1615,8/9/2017,8/25/2019,1,0.890293152,0.802979517,0.750432112,0.690427117
1615,9/16/2019,12/16/2019,1,0.239172097,0.07697431,0.035141546,0.02213599
5187,12/7/2018,12/24/2018,1,0.431897998,0.543065365,0.336497307,0.666180016
2713,12/16/2017,4/1/2019,1,0.094468501,0.801562116,0.365413582,0.741246563
4916,11/2/2018,11/4/2018,1,0.129042566,0.469215164,0.859213357,0.09272422
3187,3/9/2018,8/3/2019,1,0.489505698,0.891499343,0.214761788,0.362972739
7663,10/10/2019,1/10/2020,1,0.180323501,0.103346153,0.497701751,0.276047987
4302,8/14/2018,11/18/2018,1,0.883725606,0.323893463,0.770642827,0.647586111
4302,1/20/2019,4/20/2019,1,0.2708246,0.895905837,0.594919894,0.062142534
2885,1/25/2018,5/14/2018,0,0.691609554,0.827399687,0.309699899,0.352029602
2885,10/9/2019,12/18/2019,0,0.385698155,0.531253373,0.752948365,0.021442197
5186,12/11/2018,3/11/2019,1,0.39689912,0.310992651,0.231348773,0.698197259
4369,8/25/2018,3/8/2019,1,0.072644492,0.137912572,0.066550806,0.332753493
4369,5/24/2020,2/4/2019,1,0.67125077,0.844104152,0.667139802,0.53815923
2060,9/25/2017,10/1/2018,1,0.589787447,0.236726906,0.126920026,0.021657913
3585,4/28/2018,2/23/2019,0,0.124437101,0.71072713,0.248572202,0.150241314
2453,11/8/2017,2/6/2018,1,0.656695227,0.407038125,0.959363508,0.471410053
4113,7/18/2018,10/18/2018,1,0.571486317,0.608221636,0.874097197,0.202190354
1923,9/15/2017,12/15/2017,1,0.357533396,0.161768783,0.203670665,0.679476108
2101,10/3/2017,1/1/2018,1,0.77279962,0.572063648,0.760525002,0.708148761
447,3/10/2017,6/10/2017,1,0.381857011,0.842057448,0.098785602,0.122959435
447,7/19/2017,10/19/2017,1,0.729277332,0.419754866,0.305408554,0.727480292
358,2/24/2017,5/24/2017,1,0.18278387,0.533787865,0.80204107,0.689756317
4004,7/5/2018,10/5/2018,0,0.061356193,0.217384655,0.244554051,0.349554927
4004,1/27/2019,4/27/2019,0,0.862589991,0.922954731,0.071829351,0.243541411
1695,8/18/2017,11/18/2017,1,0.696699967,0.75658123,0.010754788,0.434215795
1695,1/7/2018,4/7/2018,1,0.526162192,0.157677187,0.40859453,0.466696308
1695,5/15/2020,8/8/2021,1,0.2109056,0.972372532,0.827234182,0.007395283
1671,8/15/2017,11/15/2017,1,0.070513714,0.900217134,0.981476525,0.471912728
3385,4/4/2018,5/14/2020,0,0.834107334,0.626114939,0.659936919,0.36278709
3330,3/28/2018,6/28/2018,0,0.081033121,0.915568871,0.888011608,0.611722274
4697,10/6/2018,1/6/2020,1,0.056882448,0.880945919,0.566366229,0.610113453
2205,10/20/2017,10/22/2017,1,0.65209568,0.775201389,0.28765024,0.53031093
3437,4/8/2018,7/9/2020,1,0.506791385,0.862013431,0.842782734,0.500717659
5760,2/17/2019,5/17/2019,1,0.002717958,0.051800175,0.551037764,0.683747932
8042,12/4/2019,3/4/2020,1,0.138455304,0.213432644,0.917258895,0.38407177
4454,9/7/2018,12/7/2018,1,0.809166718,0.719384815,0.406937503,0.470857093
618,3/28/2017,6/28/2017,1,0.252899699,0.79591043,0.188634477,0.680146915
3839,6/6/2018,10/10/2018,1,0.71635945,0.161398178,0.688806857,0.698917205
3003,2/10/2018,3/22/2018,0,0.054357826,0.463535228,0.180441382,0.370730255
3003,6/30/2018,3/6/2020,0,0.730035112,0.331704501,0.772102605,0.104367119
2560,11/29/2017,3/1/2018,0,0.281954948,0.879417769,0.713922893,0.481904578
2560,4/1/2019,8/15/2019,0,0.664605805,0.422884014,0.073965791,0.36597088
5542,1/20/2019,1/21/2019,1,0.672621605,0.723054381,0.323130454,0.130140528
4240,8/6/2018,11/5/2018,0,0.424151429,0.671737489,0.576021589,0.170285129
4240,10/5/2018,4/29/2019,0,0.430445801,0.314971462,0.015742756,0.04674769
4240,7/17/2019,11/26/2019,0,0.862630307,0.991543303,0.698013484,0.601345485
6818,6/29/2019,9/29/2019,1,0.476362788,0.828669857,0.115532422,0.360597735
5559,1/22/2019,1/23/2020,1,0.372275938,0.279503839,0.151038527,0.04276125
10109,10/21/2020,1/21/2021,1,0.898659391,0.389743751,0.062300503,0.20161657
10109,4/19/2021,7/9/2021,1,0.703610229,0.167005362,0.332816527,0.708740566
5416,1/10/2019,8/30/2019,0,0.416343408,0.927065818,0.588507287,0.038496125
1453,7/17/2017,8/17/2017,0,0.378908654,0.185196549,0.747264788,0.524032195
2950,1/31/2018,5/1/2018,1,0.735255347,0.98210678,0.744400785,0.052014655
9876,9/16/2020,9/21/2020,1,0.089442043,0.337283682,0.086828475,0.629048023
4255,8/6/2018,11/6/2018,1,0.217454934,0.630008031,0.916661894,0.46414644
6813,6/28/2019,11/19/2021,1,0.548453907,0.346357526,0.503816802,0.606517795
1782,8/30/2017,11/30/2017,1,0.642376632,0.708208315,0.498870921,0.140802374
5257,12/19/2018,12/22/2018,1,0.314937761,0.723871055,0.915265172,0.246818676
60,1/11/2017,11/16/2017,1,0.737744536,0.919298774,0.066194411,0.44193862
9292,6/20/2020,9/20/2020,1,0.326936597,0.496774085,0.643610531,0.091231398
2540,11/27/2017,2/27/2018,1,0.957460959,0.282745353,0.877508764,0.458777642
1054,6/2/2017,3/17/2015,0,0.947665894,0.686420484,0.534053146,0.220066422
145,1/22/2017,7/9/2017,1,0.664261849,0.025900313,0.227286055,0.073585374
4436,9/7/2018,12/7/2018,1,0.989527424,0.620912945,0.962713933,0.096074955
7766,10/20/2019,12/3/2019,0,0.860786814,0.039964995,0.550671691,0.270058174
3733,5/23/2018,11/23/2018,1,0.122590643,0.874868251,0.171684521,0.710774034
9075,5/12/2020,10/21/2017,1,0.474948504,0.869290415,0.348616033,0.469547409
3579,4/25/2018,10/10/2018,1,0.320290287,0.740610925,0.57387398,0.116871631
2221,10/20/2017,6/3/2018,1,0.722737897,0.579766265,0.143659577,0.303058144
301,2/19/2017,4/14/2014,1,0.719952304,0.012879397,0.635663992,0.743441649
301,9/12/2018,12/12/2018,1,0.007002808,0.178278675,0.097479471,0.632046641
6689,6/10/2019,12/10/2019,1,0.330723156,0.89551994,0.405961452,0.552367612
9146,5/21/2020,8/26/2020,1,0.427204488,0.023907513,0.592716599,0.322076229
5056,11/27/2018,3/22/2019,0,0.662024705,0.298633765,0.652249792,0.150812107
5056,1/16/2021,5/15/2021,0,0.95478877,0.052567257,0.480329654,0.60551627
1796,8/29/2017,1/2/2021,1,0.203660405,0.544243166,0.00224105,0.425446238
1459,7/20/2017,7/13/2019,1,0.275552339,0.633088803,0.410381313,0.106107626
568,3/22/2017,5/2/2017,1,0.954005717,0.096314808,0.713917491,0.489816126
1620,8/6/2017,11/6/2017,1,0.246801789,0.078110398,0.554513019,0.384564686
9481,7/24/2020,12/30/2021,1,0.07806236,0.284223716,0.766977451,0.13735362
2301,10/26/2017,7/9/2019,1,0.740699617,0.604611987,0.526110066,0.677645886
7243,8/19/2019,2/3/2021,1,0.647584802,0.39540652,0.704739822,0.421620677
5086,11/26/2018,2/26/2019,1,0.165960359,0.239546263,0.68930478,0.189753532
2749,12/27/2017,3/22/2019,0,0.647526723,0.0584486,0.837542626,0.537818628
2517,11/22/2017,8/9/2010,1,0.865185208,0.789325766,0.873942642,0.526632891
